step,current_node,u,v,old_cost,new_cost
16,155,155,170,3.4747153202583587,2.9495791863932403
16,155,156,171,3.94182208408538,3.4662483289947517
16,155,169,154,3.166205720398206,2.490019688209615
16,155,169,170,2.7666787242149367,1.9741842148514177
16,155,170,155,3.4747153202583587,2.9495791863932403
16,155,170,169,2.7666787242149367,1.9741842148514177
16,155,170,171,3.262987152752161,2.7097960222790363
16,155,171,156,3.94182208408538,3.4662483289947517
16,155,171,170,3.262987152752161,2.7097960222790363
17,170,169,184,2.7666787242149367,1.9741842148514177
17,170,170,185,3.262987152752161,2.7097960222790363
17,170,171,186,3.909446943123139,3.5096218248567532
17,170,184,169,2.7666787242149367,1.9741842148514177
17,170,184,185,2.4805810970811546,1.8090404074027735
17,170,185,170,3.262987152752161,2.7097960222790363
17,170,185,184,2.4805810970811546,1.8090404074027735
17,170,185,186,3.131330705083329,2.7660401901851426
17,170,186,171,3.909446943123139,3.5096218248567532
17,170,186,185,3.131330705083329,2.7660401901851426
18,185,184,199,2.4805810970811546,1.8090404074027735
18,185,185,200,3.131330705083329,2.7660401901851426
18,185,186,201,3.918640982128125,3.7654045221420103
18,185,199,184,2.4805810970811546,1.8090404074027735
18,185,199,200,2.3133028707652747,2.0116741275583845
18,185,200,185,3.131330705083329,2.7660401901851426
18,185,200,199,2.3133028707652747,2.0116741275583845
18,185,200,201,3.071764260962124,3.0998073453866115
18,185,201,186,3.918640982128125,3.7654045221420103
18,185,201,200,3.071764260962124,3.0998073453866115
19,200,199,214,2.3133028707652747,2.0116741275583845
19,200,200,215,3.071764260962124,3.0998073453866115
19,200,201,216,3.952482410426171,4.182954486721772
19,200,214,199,2.3133028707652747,2.0116741275583845
19,200,214,215,2.241294554519639,2.499005112418016
19,200,215,200,3.071764260962124,3.0998073453866115
19,200,215,214,2.241294554519639,2.499005112418016
19,200,215,216,3.0545108921698128,3.611559192242793
19,200,216,201,3.952482410426171,4.182954486721772
19,200,216,215,3.0545108921698128,3.611559192242793
21,216,201,202,3.952482410426171,4.182954486721772
21,216,202,201,3.952482410426171,4.182954486721772
21,216,202,217,4.868118853872408,5.015984598144601
21,216,216,217,3.980797707746439,4.659463229879815
21,216,217,202,4.868118853872408,5.015984598144601
21,216,217,216,3.980797707746439,4.659463229879815
22,217,202,203,4.868118853872408,5.015984598144601
22,217,203,202,4.868118853872408,5.015984598144601
22,217,203,218,5.760350343443662,5.509259030721082
22,217,217,218,4.925253907254958,5.375752204317505
22,217,218,203,5.760350343443662,5.509259030721082
22,217,218,217,4.925253907254958,5.375752204317505
23,218,203,204,5.760350343443662,5.509259030721082
23,218,204,203,5.760350343443662,5.509259030721082
23,218,204,219,6.614021249182409,5.741347288395122
23,218,218,219,5.82515211201863,5.662720378923867
23,218,219,204,6.614021249182409,5.741347288395122
23,218,219,218,5.82515211201863,5.662720378923867
24,219,204,205,6.614021249182409,5.741347288395122
24,219,205,204,6.614021249182409,5.741347288395122
24,219,205,220,7.440625362663479,5.898164083711054
24,219,219,220,6.6654489650079,5.613588569899898
24,219,220,205,7.440625362663479,5.898164083711054
24,219,220,219,6.6654489650079,5.613588569899898
25,220,205,206,7.440625362663479,5.898164083711054
25,220,206,205,7.440625362663479,5.898164083711054
25,220,206,221,8.242478494408477,6.175709161912299
25,220,220,221,7.462278219382505,5.4510531238320485
25,220,221,206,8.242478494408477,6.175709161912299
25,220,221,220,7.462278219382505,5.4510531238320485
26,221,206,207,8.242478494408477,6.175709161912299
26,221,207,206,8.242478494408477,6.175709161912299
26,221,207,222,8.980119241280729,6.695852806082659
26,221,221,222,8.225762717187479,5.419188585810123
26,221,222,207,8.980119241280729,6.695852806082659
26,221,222,221,8.225762717187479,5.419188585810123
27,222,207,208,8.980119241280729,6.695852806082659
27,222,208,207,8.980119241280729,6.695852806082659
27,222,208,223,9.566223488175872,7.471014805009785
27,222,222,223,8.92528066866267,5.683201057677338
27,222,223,208,9.566223488175872,7.471014805009785
27,222,223,222,8.92528066866267,5.683201057677338
28,223,208,209,9.566223488175872,7.471014805009785
28,223,209,208,9.566223488175872,7.471014805009785
28,223,209,224,9.895450755959384,8.423825588961318
28,223,223,224,9.481345100752728,6.280917041469174
28,223,224,209,9.895450755959384,8.423825588961318
28,223,224,223,9.481345100752728,6.280917041469174
