step,current_node,u,v,old_cost,new_cost
1,0,0,1,2.564389380507998,4.972446356761473
1,0,0,15,2.564389380507998,4.972446356761473
1,0,1,0,2.564389380507998,4.972446356761473
1,0,1,16,2.411589333129392,3.318943382101358
1,0,15,0,2.564389380507998,4.972446356761473
1,0,15,16,2.5505986088392993,4.659894334284724
1,0,16,1,2.411589333129392,3.318943382101358
1,0,16,15,2.5505986088392993,4.659894334284724
2,15,15,30,2.5505986088392993,4.659894334284724
2,15,16,31,2.4246651240759505,3.0773240101613983
2,15,30,15,2.5505986088392993,4.659894334284724
2,15,30,31,2.5648857980133903,4.1484363015362735
2,15,31,16,2.4246651240759505,3.0773240101613983
2,15,31,30,2.5648857980133903,4.1484363015362735
3,30,30,45,2.5648857980133903,4.1484363015362735
3,30,31,46,2.4902817980269765,2.7501175812129466
3,30,45,30,2.5648857980133903,4.1484363015362735
3,30,45,46,2.6674312765891406,3.627837351041262
3,30,46,31,2.4902817980269765,2.7501175812129466
3,30,46,45,2.6674312765891406,3.627837351041262
4,45,45,60,2.6674312765891406,3.627837351041262
4,45,46,61,2.6630688090981147,2.506781203498161
4,45,60,45,2.6674312765891406,3.627837351041262
4,45,60,61,2.9025772273650357,3.274319051016336
4,45,61,46,2.6630688090981147,2.506781203498161
4,45,61,60,2.9025772273650357,3.274319051016336
5,46,31,32,2.4902817980269765,2.7501175812129466
5,46,32,31,2.4902817980269765,2.7501175812129466
5,46,32,47,2.438517391325121,1.7387988656341844
5,46,46,47,2.6630688090981147,2.506781203498161
5,46,47,32,2.438517391325121,1.7387988656341844
5,46,47,46,2.6630688090981147,2.506781203498161
5,46,47,62,2.736790086566301,1.7347711162601809
5,46,61,62,2.978215709186596,2.4802627505547026
5,46,62,47,2.736790086566301,1.7347711162601809
5,46,62,61,2.978215709186596,2.4802627505547026
6,61,60,75,2.9025772273650357,3.274319051016336
6,61,61,76,2.978215709186596,2.4802627505547026
6,61,62,77,3.1935021328162843,2.0229769582624075
6,61,75,60,2.9025772273650357,3.274319051016336
6,61,75,76,3.271815596489436,3.1861963300160965
6,61,76,61,2.978215709186596,2.4802627505547026
6,61,76,75,3.271815596489436,3.1861963300160965
6,61,76,77,3.4253056038074488,2.7160671449130938
6,61,77,62,3.1935021328162843,2.0229769582624075
6,61,77,76,3.4253056038074488,2.7160671449130938
7,76,75,90,3.271815596489436,3.1861963300160965
7,76,76,91,3.4253056038074488,2.7160671449130938
7,76,77,92,3.776418005966165,2.587536677301232
7,76,90,75,3.271815596489436,3.1861963300160965
7,76,90,91,3.72649297184786,3.353164700376124
7,76,91,76,3.4253056038074488,2.7160671449130938
7,76,91,90,3.72649297184786,3.353164700376124
7,76,91,92,3.9431948740913274,3.1554658960299284
7,76,92,77,3.776418005966165,2.587536677301232
7,76,92,91,3.9431948740913274,3.1554658960299284
8,91,90,105,3.72649297184786,3.353164700376124
8,91,91,106,3.9431948740913274,3.1554658960299284
8,91,92,107,4.401953184232395,3.31189965330754
8,91,105,90,3.72649297184786,3.353164700376124
8,91,105,106,4.182384789550348,3.6725495488595072
8,91,106,91,3.9431948740913274,3.1554658960299284
8,91,106,105,4.182384789550348,3.6725495488595072
8,91,106,107,4.437217650011638,3.661638355233888
8,91,107,92,4.401953184232395,3.31189965330754
8,91,107,106,4.437217650011638,3.661638355233888
9,106,105,120,4.182384789550348,3.6725495488595072
9,106,106,121,4.437217650011638,3.661638355233888
9,106,107,122,4.957130160528992,4.016603095973554
9,106,120,105,4.182384789550348,3.6725495488595072
9,106,120,121,4.548734246604358,4.003679419838348
9,106,121,106,4.437217650011638,3.661638355233888
9,106,121,120,4.548734246604358,4.003679419838348
9,106,121,122,4.81033040715023,4.078230774727995
9,106,122,107,4.957130160528992,4.016603095973554
9,106,122,121,4.81033040715023,4.078230774727995
10,121,120,135,4.548734246604358,4.003679419838348
10,121,121,136,4.81033040715023,4.078230774727995
10,121,122,137,5.334361138510097,4.522070295233789
10,121,135,120,4.548734246604358,4.003679419838348
10,121,135,136,4.759374069558358,4.233668987512417
10,121,136,121,4.81033040715023,4.078230774727995
10,121,136,135,4.759374069558358,4.233668987512417
10,121,136,137,4.995373577768882,4.294599967377332
10,121,137,122,5.334361138510097,4.522070295233789
10,121,137,136,4.995373577768882,4.294599967377332
11,136,135,150,4.759374069558358,4.233668987512417
11,136,136,151,4.995373577768882,4.294599967377332
11,136,137,152,5.465513792564262,4.712673834029234
11,136,150,135,4.759374069558358,4.233668987512417
11,136,150,151,4.793974991689242,4.32352724722276
11,136,151,136,4.995373577768882,4.294599967377332
11,136,151,150,4.793974991689242,4.32352724722276
11,136,151,152,4.976624776801854,4.2887936891304665
11,136,152,137,5.465513792564262,4.712673834029234
11,136,152,151,4.976624776801854,4.2887936891304665
12,151,150,165,4.793974991689242,4.32352724722276
12,151,151,166,4.976624776801854,4.2887936891304665
12,151,152,167,5.343792334707665,4.576657260043243
12,151,165,150,4.793974991689242,4.32352724722276
12,151,165,166,4.682354487217175,4.31469294690464
12,151,166,151,4.976624776801854,4.2887936891304665
12,151,166,165,4.682354487217175,4.31469294690464
12,151,166,167,4.793805686836798,4.130030327144636
12,151,167,152,5.343792334707665,4.576657260043243
12,151,167,166,4.793805686836798,4.130030327144636
13,166,165,180,4.682354487217175,4.31469294690464
13,166,166,181,4.793805686836798,4.130030327144636
13,166,167,182,5.027107825023424,4.206178170496337
13,166,180,165,4.682354487217175,4.31469294690464
13,166,180,181,4.491865194136091,4.296632978865119
13,166,181,166,4.793805686836798,4.130030327144636
13,166,181,180,4.491865194136091,4.296632978865119
13,166,181,182,4.528420888150176,3.941777299849333
13,166,182,167,5.027107825023424,4.206178170496337
13,166,182,181,4.528420888150176,3.941777299849333
14,181,180,195,4.491865194136091,4.296632978865119
14,181,181,196,4.528420888150176,3.941777299849333
14,181,182,197,4.622578840658981,3.7586477677561625
14,181,195,180,4.491865194136091,4.296632978865119
14,181,195,196,4.304127958579446,4.355070850655241
14,181,196,181,4.528420888150176,3.941777299849333
14,181,196,195,4.304127958579446,4.355070850655241
14,181,196,197,4.27822366046199,3.844717256200656
14,181,197,182,4.622578840658981,3.7586477677561625
14,181,197,196,4.27822366046199,3.844717256200656
15,182,167,168,5.027107825023424,4.206178170496337
15,182,168,167,5.027107825023424,4.206178170496337
15,182,168,183,5.385120590159644,4.541519876274367
15,182,182,183,4.622578840658981,3.7586477677561625
15,182,183,168,5.385120590159644,4.541519876274367
15,182,183,182,4.622578840658981,3.7586477677561625
15,182,183,198,4.796862565342409,3.779630149692616
15,182,197,198,4.257037421504319,3.3968526122637592
15,182,198,183,4.796862565342409,3.779630149692616
15,182,198,197,4.257037421504319,3.3968526122637592
16,197,196,211,4.27822366046199,3.844717256200656
16,197,197,212,4.257037421504319,3.3968526122637592
16,197,198,213,4.280593079788934,3.0826781226601354
16,197,211,196,4.27822366046199,3.844717256200656
16,197,211,212,4.128524088356965,3.9069087032505743
16,197,212,197,4.257037421504319,3.3968526122637592
16,197,212,211,4.128524088356965,3.9069087032505743
16,197,212,213,4.0418635593137875,3.2333650423949742
16,197,213,198,4.280593079788934,3.0826781226601354
16,197,213,212,4.0418635593137875,3.2333650423949742
17,198,183,184,4.796862565342409,3.779630149692616
17,198,184,183,4.796862565342409,3.779630149692616
17,198,184,199,5.049303675421946,3.9931499731524207
17,198,198,199,4.280593079788934,3.0826781226601354
17,198,199,184,5.049303675421946,3.9931499731524207
17,198,199,198,4.280593079788934,3.0826781226601354
17,198,199,214,4.36941118507132,2.9484079543815644
17,198,213,214,3.9802935585111614,2.610973830344552
17,198,214,199,4.36941118507132,2.9484079543815644
17,198,214,213,3.9802935585111614,2.610973830344552
19,214,199,200,4.36941118507132,2.9484079543815644
19,214,200,199,4.36941118507132,2.9484079543815644
19,214,200,215,4.504826229625654,2.995997239487574
19,214,214,215,3.977440169090437,2.140997592736046
19,214,215,200,4.504826229625654,2.995997239487574
19,214,215,214,3.977440169090437,2.140997592736046
20,215,200,201,4.504826229625654,2.995997239487574
20,215,201,200,4.504826229625654,2.995997239487574
20,215,201,216,4.6281201226547655,3.1723953459915726
20,215,215,216,4.028385545414576,1.8882676723629797
20,215,216,201,4.6281201226547655,3.1723953459915726
20,215,216,215,4.028385545414576,1.8882676723629797
21,216,201,202,4.6281201226547655,3.1723953459915726
21,216,202,201,4.6281201226547655,3.1723953459915726
21,216,202,217,4.657690742594193,3.376802039741214
21,216,216,217,4.086576160909699,1.853860447696552
21,216,217,202,4.657690742594193,3.376802039741214
21,216,217,216,4.086576160909699,1.853860447696552
22,217,202,203,4.657690742594193,3.376802039741214
22,217,203,202,4.657690742594193,3.376802039741214
22,217,203,218,4.516674363710415,3.4883838043429636
22,217,217,218,4.079092975224826,1.9696452053657376
22,217,218,203,4.516674363710415,3.4883838043429636
22,217,218,217,4.079092975224826,1.9696452053657376
23,218,203,204,4.516674363710415,3.4883838043429636
23,218,204,203,4.516674363710415,3.4883838043429636
23,218,204,219,4.161417009555056,3.4069303096158787
23,218,218,219,3.93299959373634,2.1209005557681477
23,218,219,204,4.161417009555056,3.4069303096158787
23,218,219,218,3.93299959373634,2.1209005557681477
24,219,204,205,4.161417009555056,3.4069303096158787
24,219,205,204,4.161417009555056,3.4069303096158787
24,219,205,220,3.602109301092923,3.091343325797096
24,219,219,220,3.603334767283604,2.1901357989805796
24,219,220,205,3.602109301092923,3.091343325797096
24,219,220,219,3.603334767283604,2.1901357989805796
25,220,205,206,3.602109301092923,3.091343325797096
25,220,206,205,3.602109301092923,3.091343325797096
25,220,206,221,2.909161869988856,2.579994987230353
25,220,220,221,3.0940378027854782,2.1045980845938628
25,220,221,206,2.909161869988856,2.579994987230353
25,220,221,220,3.0940378027854782,2.1045980845938628
26,221,206,207,2.909161869988856,2.579994987230353
26,221,207,206,2.909161869988856,2.579994987230353
26,221,207,222,2.202108650223826,1.9837118541474523
26,221,221,222,2.4652374465645175,1.867314949847116
26,221,222,207,2.202108650223826,1.9837118541474523
26,221,222,221,2.4652374465645175,1.867314949847116
27,222,207,208,2.202108650223826,1.9837118541474523
27,222,208,207,2.202108650223826,1.9837118541474523
27,222,208,223,1.6222297005991195,1.4532869817137586
27,222,222,223,1.8236082276485288,1.5584000052184792
27,222,223,208,1.6222297005991195,1.4532869817137586
27,222,223,222,1.8236082276485288,1.5584000052184792
28,223,208,209,1.6222297005991195,1.4532869817137586
28,223,209,208,1.6222297005991195,1.4532869817137586
28,223,209,224,1.295263886157707,1.1336163699412518
28,223,223,224,1.297046250818064,1.3063169692998402
28,223,224,209,1.295263886157707,1.1336163699412518
28,223,224,223,1.297046250818064,1.3063169692998402
